TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
imd.ufrn.service.ApiBankCommunicationService,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5726524347065534,509,195
imd.ufrn.service.ApiBankCommunicationService,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5731577741420988,510,196
imd.ufrn.service.ApiBankCommunicationService,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5731577741420988,510,196
